"","id","group","name","email","time","ad_number","ad","sponsor","sponsor_type","date"
"55",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/20/21","ad5","System1 | Bladder Cancer

Symptoms of bladder cancer you may wish you knew sooner.
Catching bladder cancer early may make a big difference. Look for signs and symptoms here.","System1 | Bladder Cancer","Healthcare",2021-04-20
"56",6,"control","Blake Graham","blakeg853@gmail.com","4/20/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-04-20
"57",6,"control","Blake Graham","blakeg853@gmail.com","4/20/21","ad2",NA,NA,NA,2021-04-20
"58",6,"control","Blake Graham","blakeg853@gmail.com","4/20/21","ad3",NA,NA,NA,2021-04-20
"59",6,"control","Blake Graham","blakeg853@gmail.com","4/20/21","ad4",NA,NA,NA,2021-04-20
"60",6,"control","Blake Graham","blakeg853@gmail.com","4/20/21","ad5",NA,NA,NA,2021-04-20
"61",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/21/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-21
"62",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/21/21","ad2","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-04-21
"63",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/21/21","ad3","Gazillions

Most adults fail this United States geography quiz.
How much do you remember from geography class?","Gazillions","Games Apps & Quizzes",2021-04-21
"64",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/21/21","ad4","Upbeat News

Quiz: are you vintage enough to name these 24 old school items.
Test your knowledge and be the first to score over 90%.","Upbeat News","News",2021-04-21
"65",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/21/21","ad5","System1 | Bladder Cancer

Symptoms of bladder cancer you may wish you knew sooner.
Catching bladder cancer early may make a big difference. Look for signs and symptoms here.","System1 | Bladder Cancer","Healthcare",2021-04-21
"66",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/21/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-21
"67",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/21/21","ad2","Gazillions

Most adults fail this United States geography quiz.
How much do you remember from geography class?","Gazillions","Games Apps & Quizzes",2021-04-21
"68",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/21/21","ad3","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-04-21
"69",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/21/21","ad4","Upbeat News

How much of a psychopath are you?
You may be more psychopathic than you think you are. Answer truthfully for the most accurate results.","Upbeat News","News",2021-04-21
"70",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/21/21","ad5","System1 | Bladder Cancer

Symptoms of bladder cancer you may wish you knew sooner.
Catching bladder cancer early may make a big difference. Look for signs and symptoms here.","System1 | Bladder Cancer","Healthcare",2021-04-21
"71",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/21/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-21
"72",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/21/21","ad2","Gazillions

Most adults fail this United States geography quiz.
How much do you remember from geography class?","Gazillions","Games Apps & Quizzes",2021-04-21
"73",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/21/21","ad3","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-04-21
"74",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/21/21","ad4","Worldlifestyle

A school expelled a teen without realizing who her dad is.
He listened to them as they berated his daughter, but enough was enough.","Worldlifestyle","Games Apps & Quizzes",2021-04-21
"75",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/21/21","ad5","Upbeat News

Quiz: are you vintage enough to name these 24 old school items.
Test your knowledge and be the first to score over 90%.","Upbeat News","News",2021-04-21
"76",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/21/21","ad1","BHMD Dermal

1 simple thing you can do for a natural face lift.
Beverly Hills surgeon reveals at home fix (no creams needed). For illustrative purposes only.","BHMD Dermal","Healthcare",2021-04-21
"77",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/21/21","ad2","Gazillions

Most adults fail this United States geography quiz.
How much do you remember from geography class?","Gazillions","Games Apps & Quizzes",2021-04-21
"78",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/21/21","ad3","Upbeat News

Quiz: are you vintage enough to name these 24 old school items.
Test your knowledge and be the first to score over 90%.","Upbeat News","News",2021-04-21
"79",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/21/21","ad4",NA,NA,NA,2021-04-21
"80",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/21/21","ad5",NA,NA,NA,2021-04-21
"81",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/21/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-04-21
"82",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/21/21","ad2","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-04-21
"83",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/21/21","ad3","Gazillions

Most adults fail this United States geography quiz.
How much do you remember from geography class?","Gazillions","Games Apps & Quizzes",2021-04-21
"84",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/21/21","ad4","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-04-21
"85",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/21/21","ad5",NA,NA,NA,2021-04-21
"86",6,"control","Blake Graham","blakeg853@gmail.com","4/21/21","ad1",NA,NA,NA,2021-04-21
"87",6,"control","Blake Graham","blakeg853@gmail.com","4/21/21","ad2",NA,NA,NA,2021-04-21
"88",6,"control","Blake Graham","blakeg853@gmail.com","4/21/21","ad3",NA,NA,NA,2021-04-21
"89",6,"control","Blake Graham","blakeg853@gmail.com","4/21/21","ad4",NA,NA,NA,2021-04-21
"90",6,"control","Blake Graham","blakeg853@gmail.com","4/21/21","ad5",NA,NA,NA,2021-04-21
"91",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/25/21","ad1","CapitalOne Shopping

The dead giveaway that tells you when Amazon has a better price.
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-25
"92",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/25/21","ad2","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-04-25
"93",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/25/21","ad3","System1 | Spinal Muscular Atrophy

Early symptoms of spinal muscular atrophy may surprise you.
Signs of spinal muscular atrophy can be easily ignored. Look for spinal muscular atrophy symptoms.","System1 | Spinal Muscular Atrophy","Healthcare",2021-04-25
"94",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/25/21","ad4","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"95",1,"mood disorder","Ali Lee","leea5105@gmail.com","4/25/21","ad5","Upbeat News

What's the weirdest law in your state?
These are the most bizarre laws in every state.","Upbeat News","News",2021-04-25
"96",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/25/21","ad1","CapitalOne Shopping

The dead giveaway that tells you when Amazon has a better price.
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-25
"97",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/25/21","ad2","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-04-25
"98",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/25/21","ad3","Worldlifestyle

Wife goes to the bathroom, waitress slips a note to her husband.
As soon as his wife left, she went to him and slipped this note.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"99",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/25/21","ad4","Forge of Empires

Play this game for 3 minutes and see why everyone is addicted.
Build, barter, and battle through historical ages in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-04-25
"100",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","4/25/21","ad5","System1 | Spinal Muscular Atrophy

Early symptoms of spinal muscular atrophy may surprise you.
Signs of spinal muscular atrophy can be easily ignored. Look for spinal muscular atrophy symptoms.","System1 | Spinal Muscular Atrophy","Healthcare",2021-04-25
"101",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/25/21","ad1","Worldlifestyle

Wife goes to the bathroom, waitress slips a note to her husband.
As soon as his wife left, she went to him and slipped this note.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"102",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/25/21","ad2","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-04-25
"103",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/25/21","ad3","Forge of Empires

Play this game for 3 minutes and see why everyone is addicted.
Build, barter, and battle through historical ages in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-04-25
"104",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/25/21","ad4","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"105",3,"control","Carol Bryant","bryantcarol868@yahoo.com","4/25/21","ad5",NA,NA,NA,2021-04-25
"106",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/25/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-25
"107",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/25/21","ad2","Network Solutions

How do you buy a cheap domain name?
Search for available domain names for only $5 from the world's first domain registrar.","Network Solutions","Selling Product(s)",2021-04-25
"108",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/25/21","ad3","Wesley Financial Group, LLC

Want out of your timeshare?
Timeshare companies don't want you to know you can cancel your timeshare. This free package explains how.","Wesley Financial Group, LLC","Selling Product(s)",2021-04-25
"109",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/25/21","ad4","Shopify

Start your online store with Shopify.
One platform to sell your products to anyone, anywhere. Start your 14-day free trial today.","Shopify","Selling Product(s)",2021-04-25
"110",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","4/25/21","ad5","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-04-25
"111",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/25/21","ad1","CapitalOne Shopping

The dead giveaway that tells you when Amazon has a better price.
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-04-25
"112",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/25/21","ad2","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-04-25
"113",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/25/21","ad3","Worldlifestyle

Wife goes to the bathroom, waitress slips a note to her husband.
As soon as his wife left, she went to him and slipped this note.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"114",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/25/21","ad4","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-04-25
"115",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","4/25/21","ad5",NA,NA,NA,2021-04-25
"116",6,"control","Blake Graham","blakeg853@gmail.com","4/25/21","ad1",NA,NA,NA,2021-04-25
"117",6,"control","Blake Graham","blakeg853@gmail.com","4/25/21","ad2",NA,NA,NA,2021-04-25
"118",6,"control","Blake Graham","blakeg853@gmail.com","4/25/21","ad3",NA,NA,NA,2021-04-25
"119",6,"control","Blake Graham","blakeg853@gmail.com","4/25/21","ad4",NA,NA,NA,2021-04-25
"120",6,"control","Blake Graham","blakeg853@gmail.com","4/25/21","ad5",NA,NA,NA,2021-04-25
"121",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/4/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-05-04
"122",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/4/21","ad2","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-05-04
"123",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/4/21","ad3","Worldlifestyle

Boy claims he's a time traveler from 2030, predicts 2021.
No one believed him, but then he passed the lie detector test and presented a crumpled note.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
"124",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/4/21","ad4","Upbeat News

These 22 photos perfectly capture what a bad day looks like.
Use these hilarious photos of other people having bad days to make yours a little better.","Upbeat News","News",2021-05-04
"125",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/4/21","ad5",NA,NA,NA,2021-05-04
"126",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/4/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-05-04
"127",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/4/21","ad2","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
"128",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/4/21","ad3","Best Gadget Advice

25 insanely cool gadgets selling out quickly in 2021.
We've put together a list of incredible gadgets that you didn't know you needed!","Best Gadget Advice","News",2021-05-04
"129",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/4/21","ad4","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-05-04
"130",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/4/21","ad5","Worldlifestyle

Boy claims he's a time traveler from 2030, predicts 2021.
No one believed him, but then he passed the lie detector test and presented a crumpled note.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
"131",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/4/21","ad1","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-05-04
"132",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/4/21","ad2","CapitalOne Shopping

The dead giveaway that tells you when Amazon has a better price.
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-05-04
"133",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/4/21","ad3","Worldlifestyle

Wife goes to the bathroom, waitress slips a note to her husband.
As soon as his wife left, she went to him and slipped this note.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
"134",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/4/21","ad4","Upbeat News

Quiz: are you vintage enough to name these 24 old school items.
Test your knowledge. 12/15 is very good.","Upbeat News","News",2021-05-04
"135",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/4/21","ad5","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
